source,target,weight
FWA,ROW,7.0
CDC,ROW,1.0
MCI,ROW,3.0
ROW,RUI,2.0
ROW,SEA,2.0
EWR,ROW,2.0
MSP,ROW,3.0
ROW,TUS,3.0
ROW,SAN,1.0
ILN,ROW,1.0
LCK,ROW,1.0
ANC,ROW,2.0
DOV,ROW,2.0
ROW,XNA,1.0
LBB,RUI,3.0
ALM,RUI,83.0
ABQ,RUI,271.0
BTV,RUT,6.0
BDL,RUT,2.0
RUT,SYR,2.0
CMH,RUT,1.0
CLT,SAD,1.0
CLE,MBS,16710.0
BWI,MBS,2.0
MBS,SYR,2.0
LAS,MBS,8.0
LAX,MBS,11.0
MBS,MSP,15096.0
BOS,MBS,17.0
MBS,PVD,11.0
BDL,MBS,20.0
LGA,MBS,99.0
MBS,MCO,7.0
MBS,PHX,8.0
ICT,MBS,6.0
MBS,SEA,6.0
MBS,PHL,221.0
GRB,MBS,16.0
MBS,PWM,2.0
HVN,MBS,1.0
GRR,MBS,47.0
IAD,MBS,5.0
MBS,SJC,3.0
MBS,MKE,23.0
LEX,MBS,6.0
MBS,SNA,9.0
MBS,SAN,11.0
MBS,MHT,7.0
MBS,SFO,6.0
CMH,MBS,7.0
IND,MBS,8.0
DCA,MBS,9.0
MBS,TVC,28.0
FLL,MBS,3.0
MBS,PBI,4.0
MBS,PIT,5532.0
IAH,MBS,1.0
MBS,SAV,1.0
ABE,MBS,9.0
MBS,ROC,7.0
MBS,MCI,31.0
MBS,MSY,3.0
BNA,MBS,9.0
BTV,MBS,3.0
ATW,MBS,2.0
MBS,RFD,11.0
MBS,PDX,5.0
CLT,MBS,10.0
MBS,RNO,1.0
CWA,MBS,2.0
FWA,MBS,6.0
MBS,STL,5.0
MBS,MQT,7.0
JFK,MBS,17.0
MBS,RIC,2.0
ANC,MBS,2.0
MBS,MIA,2.0
MBS,TUL,1.0
JAX,MBS,3.0
MBS,SBN,4.0
GSO,MBS,2.0
GSP,MBS,3.0
DET,MBS,1.0
DSM,MBS,3.0
MBS,OGD,1.0
MBS,TYR,1.0
AZO,MBS,6.0
MBS,OKC,10.0
CLL,MBS,2.0
LIT,MBS,8.0
ELP,MBS,5.0
AGS,MBS,2.0
MBS,SLC,1.0
AVP,MBS,2.0
MBS,PUB,2.0
CVG,MBS,2.0
MBS,SHV,40.0
FSD,MBS,6.0
CID,MBS,4.0
MBS,TLH,1.0
IMT,MBS,2.0
MBS,MDT,1.0
MBS,PGV,1.0
LCK,MBS,2.0
ITH,MBS,1.0
MBS,SVH,1.0
BMG,MBS,2.0
CAE,MBS,2.0
MBS,SUS,1.0
MBS,PWK,1.0
MBS,SLN,1.0
CRW,MBS,1.0
MBS,XNA,1.0
ELM,MBS,1.0
GRK,MBS,1.0
GRI,MBS,2.0
MBS,SGF,2.0
EVV,MBS,1.0
BGM,MBS,1.0
ERI,MBS,1.0
OAK,SNS,19.0
BFI,YKM,4.0
MOT,SEA,2.0
GEG,SEA,345387.0
BIL,SEA,20067.0
BFI,SEA,230.0
BFI,GEG,3954.0
SEA,SKA,1.0
JFK,SEA,48907.0
LWS,SEA,41515.0
HNL,SEA,45936.0
SEA,SJC,155638.0
PDX,SEA,565707.0
ANC,SEA,293248.0
BFI,PDX,11622.0
BFI,SJC,38.0
EDF,SEA,7.0
ANC,BFI,459.0
FAI,SEA,22132.0
CLE,SEA,6261.0
CLT,SEA,16056.0
LAS,SEA,140068.0
KTN,SEA,62628.0
SEA,SMF,118892.0
PIT,SEA,32797.0
EAT,SEA,91388.0
CVG,SEA,36151.0
HSV,SEA,179.0
DSM,SEA,72.0
MWH,SEA,19148.0
BLI,SEA,146190.0
BFI,BLI,12.0
SEA,STL,54673.0
MKE,SEA,2587.0
SEA,SNA,86904.0
PDT,SEA,464.0
MSP,SEA,101834.0
LAX,SEA,303104.0
MCI,SEA,14747.0
BFI,LAX,288.0
ABQ,SEA,9231.0
IAD,SEA,42183.0
GTF,SEA,15039.0
ALW,SEA,39573.0
CLM,SEA,70830.0
SEA,SLC,121440.0
SEA,SFO,305184.0
BFI,SFO,1088.0
COS,SEA,1954.0
LMT,SEA,23.0
MSO,SEA,26652.0
BFI,MSP,97.0
FSD,SEA,35.0
SEA,SUX,8.0
FCA,SEA,18874.0
BFI,KTN,36.0
SAN,SEA,88197.0
BFI,SNA,45.0
BFI,PIT,4.0
RAP,SEA,183.0
OKC,SEA,76.0
SEA,TWF,935.0
IDA,SEA,1374.0
IND,SEA,1789.0
PHL,SEA,22893.0
BFI,MWH,3.0
BFI,LAS,24.0
LGA,SEA,8.0
BWI,SEA,1600.0
BFI,ILN,5071.0
BDL,SEA,31.0
BIS,SEA,26.0
ILN,SEA,63.0
BFI,CLT,6.0
BFI,SAN,52.0
CYS,SEA,24.0
RST,SEA,13.0
BDL,BFI,7.0
BFI,IAB,17.0
AMA,SEA,33.0
GJT,SEA,14.0
ICT,SEA,222.0
BFI,BIL,33.0
BFI,MFR,4.0
BFI,STL,20.0
BFI,SMF,74.0
BNA,SEA,7628.0
BFI,EKO,2.0
BRO,SEA,2.0
BFI,TWF,3.0
LCK,SEA,55.0
BFI,CLE,17.0
BFI,RFD,3982.0
BFI,DSM,207.0
PIH,SEA,315.0
ROC,SEA,3.0
BFI,NZY,3.0
MHR,SEA,9.0
PVD,SEA,7.0
BYH,SEA,24.0
DCA,SEA,9908.0
LIT,SEA,11.0
BFF,SEA,9.0
BFI,FSD,41.0
BFI,SLC,115.0
BFI,PHL,58.0
BFI,CIC,1.0
SEA,SLN,1.0
BFI,CAE,51.0
BFI,LCK,35.0
BFI,HNL,5.0
GCC,SEA,2.0
LKE,SEA,567.0
LUF,SEA,2.0
BFI,MSO,7.0
MSY,SEA,19.0
SAF,SEA,1.0
SCK,SEA,12.0
RFD,SEA,78.0
BFI,RAP,26.0
BFI,MHR,129.0
ODW,SEA,2115.0
LKE,ODW,883.0
BFI,GSO,2.0
FWA,SEA,1893.0
BFI,TUL,3.0
BFI,FAI,17.0
BFI,LGA,9.0
BFI,BWI,15.0
GGG,SEA,2.0
BFI,LWS,7.0
BFI,GPT,1.0
BFI,ICT,4.0
SAT,SEA,74.0
BFI,SAT,27.0
BFI,MCI,15.0
BFI,GTF,21.0
SBA,SEA,5431.0
BFI,MKE,12.0
BFI,FWA,3.0
BFI,CVG,877.0
AEX,SEA,15.0
BHM,SEA,33.0
MGM,SEA,2.0
BFI,PUB,9.0
ADQ,BFI,1.0
LAW,SEA,3.0
SEA,WRB,1.0
BFI,END,1.0
HIK,SEA,1.0
CMH,SEA,19.0
BFI,EIL,3.0
EIL,SEA,13.0
BFI,BNA,2.0
LSV,SEA,4.0
ABQ,BFI,2.0
BTR,SEA,7.0
SBN,SEA,11.0
BFI,IND,16.0
BFI,MSY,8.0
CLM,LKE,3962.0
BFI,CLM,23883.0
BFI,OKC,33.0
LKE,MVW,82.0
JAX,SEA,7.0
BFI,FLL,2.0
MVW,SEA,3478.0
BFI,LBF,1.0
BFI,GJT,2.0
SEA,SPS,27.0
NIP,SEA,1.0
BFI,CPR,1.0
HON,SEA,1.0
BFI,BIS,6.0
BFI,LKE,57.0
BFI,MTJ,6.0
BFI,IAD,13.0
BFI,SBN,4.0
BFI,SUX,2.0
SEA,XNA,4.0
SEA,SYR,27.0
GBG,SEA,1.0
RCA,SEA,2.0
BLI,LKE,18.0
AEX,BFI,2.0
BFI,EVV,1.0
EVV,SEA,1.0
BFI,HSV,1.0
BFI,BHM,1.0
BFI,RIV,1392.0
RIV,SEA,27.0
BFI,MHK,2.0
NZY,SEA,6.0
BFI,EAT,2.0
BFI,ODW,5913.0
LBF,SEA,1.0
BFI,GRB,5.0
BFI,LNK,2.0
GFK,SEA,12.0
SEA,STS,2263.0
BFI,BFL,3.0
CID,SEA,5.0
BFF,BFI,1.0
LEX,SEA,2.0
BFI,DAY,1.0
DQF,SEA,3.0
BFI,CMH,3.0
BFI,OGG,1.0
LKE,PWT,289.0
GRB,SEA,7.0
SEA,TYS,10.0
BFI,JFK,24.0
LKE,PDX,2.0
BFI,PWT,2.0
BFI,LSV,2.0
SEA,SWO,3.0
BFI,MKC,4.0
BFI,GRR,1.0
BFI,GRI,1.0
FLL,SEA,3.0
BFI,HIK,1.0
LKE,SHN,1.0
AZA,SEA,1.0
SEA,SHV,8.0
MKC,SEA,2.0
BKL,SEA,4.0
ATY,BFI,1.0
BFI,ELN,2.0
DOV,SEA,2.0
SBP,SEA,1.0
BFI,CEC,2.0
LIT,SER,10.0
ORH,SER,1.0
LRD,SER,12.0
SER,YNG,1.0
PNE,SER,1.0
MMI,SER,1.0
MEM,SER,1.0
CRW,SER,1.0
MCI,SER,2.0
SER,SHV,2.0
BFM,SER,1.0
SNL,TUL,1.0
JFK,SHN,2.0
MIA,SKA,1.0
GEG,GTF,25366.0
GEG,LAX,7719.0
GEG,MSP,36415.0
GEG,PDX,156664.0
GEG,SJC,42.0
ANC,GEG,63.0
GEG,KTN,5.0
FCA,GEG,33632.0
CLE,GEG,3.0
GEG,MWH,5526.0
EAT,GEG,7225.0
GEG,PIT,4.0
GEG,STL,11.0
GEG,PIH,17.0
GEG,SMF,3772.0
GEG,RAP,10.0
GEG,SFO,29214.0
GEG,SLC,65688.0
CLM,GEG,2.0
GEG,JAC,3.0
GEG,LWS,10703.0
GEG,MSO,27870.0
GEG,JFK,4.0
GEG,HNL,19.0
BIL,GEG,13856.0
BIS,GEG,25.0
FSD,GEG,16.0
GEG,TWF,42.0
GEG,SAN,2443.0
GEG,SNA,8.0
GEG,MKE,8.0
BLI,GEG,14.0
GEG,SKA,3.0
GEG,MOT,1.0
GEG,JNU,1.0
CLT,GEG,10.0
CVG,GEG,23.0
GEG,IDA,19.0
GEG,LAS,9741.0
FAI,GEG,1.0
GEG,MIA,4.0
GEG,SAT,5.0
BNA,GEG,7.0
GEG,IAD,11.0
GEG,PHL,12.0
DSM,GEG,2650.0
GEG,MCI,13.0
GEG,IND,45.0
GEG,LGD,2350.0
GEG,LGA,5.0
EAT,SKA,1.0
FWA,GEG,3.0
GEG,PDT,7152.0
SFF,YKM,38.0
BWI,GEG,5.0
LGD,SFF,22.0
GEG,ILN,50.0
GEG,SBN,4.0
GEG,GJT,10.0
GEG,SFF,3.0
LWS,SFF,47.0
PDT,SFF,18.0
EAT,SFF,18.0
MWH,SFF,25.0
ABQ,GEG,6.0
ORD,SKA,1.0
GEG,GRB,2.0
COS,GEG,19.0
CLL,GEG,1.0
DCA,GEG,5.0
GEG,GRI,2.0
GEG,MSY,3.0
ALO,GEG,2.0
GEG,NKX,1.0
GEG,STC,2.0
ATY,GEG,4.0
GEG,LNK,1.0
EDF,SKA,1.0
GEG,LCH,2.0
FYV,GEG,1.0
FBK,GEG,1.0
GEG,MCO,1.0
GEG,MHR,110.0
GEG,SGF,1.0
BFF,GEG,4.0
GEG,OKC,3.0
GEG,RFD,10.0
GEG,OGD,1.0
GEG,LGU,1.0
AMA,GEG,1.0
IRS,RIC,1.0
IRS,MCI,1.0
PIT,TTN,3508.0
PHL,TTN,51.0
GSO,TTN,7514.0
RIC,TTN,621.0
PVD,TTN,293.0
IAD,TTN,247.0
LGA,TTN,134.0
FLL,TTN,2.0
BNA,TTN,6.0
TTN,TYS,1.0
BKL,TTN,4.0
MEM,TTN,1.0
MDT,TTN,4.0
SYR,TTN,1.0
DET,TTN,1.0
PNE,TTN,1.0
AUS,TTN,1.0
ALB,TTN,2.0
CLE,TTN,4.0
BWI,TTN,60.0
MHK,TTN,2.0
JLN,TTN,1.0
CHO,TTN,3.0
SCE,TTN,1.0
ILM,TTN,4.0
GNV,TTN,2.0
PDX,TTN,2.0
ABE,TTN,1.0
SAV,TTN,1.0
MKE,TTN,4.0
HVN,TTN,5.0
GLH,TTN,1.0
CKB,TTN,2.0
SBN,TTN,2.0
BFM,TTN,1.0
ORD,TTN,1.0
MSP,TTN,1.0
HOU,TTN,1.0
BDL,TTN,1.0
AZA,TTN,1.0
BOS,TKF,1.0
SMF,VIS,3.0
SJC,VIS,3.0
VIS,VWD,1.0
VGT,VIS,1093.0
LAS,VIS,1195.0
BFL,VIS,3.0
MAE,VIS,1.0
ICT,MCI,9280.0
DCA,ICT,1153.0
ABQ,ICT,172.0
ICT,IND,358.0
ICT,MSP,12303.0
ICT,SGF,5624.0
ICT,STL,61954.0
ICT,SNA,41.0
DSM,ICT,87.0
ICT,PIT,635.0
ICT,LGA,48.0
BWI,ICT,119.0
CLE,ICT,58.0
CLT,ICT,29.0
ICT,LAS,7119.0
COS,ICT,1633.0
ICT,OKC,3123.0
ICT,SLC,899.0
ICT,PHL,36.0
CVG,ICT,7036.0
ICT,SAN,64.0
ICT,LAX,1226.0
IAD,ICT,34.0
CID,ICT,14.0
ICT,SJC,10.0
ICT,JFK,35.0
ICT,SFO,20.0
BMI,ICT,24.0
ICT,MKE,35.0
BNA,ICT,36.0
CMH,ICT,41.0
BGR,ICT,25.0
ICT,LIT,145.0
FYV,ICT,4.0
ICT,MAF,2.0
FMN,ICT,2.0
FLL,ICT,6.0
ICT,SUS,2.0
ICT,SMF,5.0
GJT,ICT,5.0
ICT,TWF,2.0
ICT,LSE,3.0
ICT,SAT,28.0
GRR,ICT,13.0
FWA,ICT,14.0
ICT,JAN,1.0
ICT,LCK,8.0
ICT,RFD,32.0
ICT,PDX,6.0
ICT,TYS,24.0
ICT,XNA,21.0
ICT,RWI,5.0
ICT,MSY,62.0
FSD,ICT,82.0
ICT,ILN,2323.0
ICT,SHV,134.0
GCK,ICT,5279.0
GTF,ICT,137.0
ICT,SBN,7.0
IAB,YIP,1.0
AMA,ICT,10.0
BDL,ICT,7.0
ICT,LAF,1.0
AEX,ICT,4.0
DDC,ICT,17.0
ICT,MHR,10.0
ICT,NZY,3.0
ICT,MHK,4.0
FSM,ICT,3.0
GSO,ICT,23.0
BHM,ICT,17.0
GGG,ICT,2.0
CAE,ICT,19.0
DQF,ICT,3.0
BIS,ICT,2.0
ICT,MKC,3.0
BRO,ICT,13.0
ICT,PWK,2.0
ICT,JAX,5.0
IAB,XXW,1.0
ICT,SYR,5.0
ICT,RIC,8.0
ALB,ICT,1.0
CPR,ICT,2.0
GFK,ICT,6.0
CHA,ICT,28.0
ICT,YNG,2.0
CHS,ICT,5.0
CRW,ICT,2.0
EVV,ICT,7.0
ICT,SDM,56.0
ICT,RST,1.0
ICT,LEX,10.0
BIL,ICT,47.0
ICT,ROA,5.0
ICT,SKY,3.0
AVP,ICT,3.0
ICT,SCK,3.0
ICT,XXW,2.0
ICT,IPL,53.0
CLL,ICT,23.0
BWG,ICT,4.0
ICT,ROC,5.0
ICT,MGM,4.0
HUT,ICT,3.0
ICT,MKG,2.0
AVL,ICT,4.0
ABE,ICT,9.0
ICT,PVD,3.0
IAB,RDU,1.0
ICT,MKT,1.0
ICT,ISO,2.0
ICT,YKM,1.0
DBQ,ICT,1.0
ICT,LFT,1.0
ICT,SLN,5.0
IAB,MIB,1.0
ICT,ILM,1.0
BTR,ICT,6.0
CHS,IAB,50.0
ICT,ULS,1.0
CSG,ICT,4.0
GPT,ICT,15.0
ANC,IAB,14.0
CMI,ICT,4.0
IAB,PDX,12.0
ALO,ICT,5.0
CRP,ICT,13.0
ICT,MYR,1.0
BTV,ICT,2.0
ICT,MHT,2.0
HSV,ICT,14.0
ICT,MDT,4.0
ACT,IAB,1.0
ICT,TLH,2.0
ICT,TTN,1.0
BJJ,LRD,1.0
ICT,YKN,1.0
ABR,MSP,33702.0
ABR,GRB,1.0
ABR,ATY,7978.0
ABR,STC,1444.0
ABR,FSD,5830.0
ABR,RAP,6.0
ABR,JMS,3146.0
ABR,LAW,1.0
ABR,ROC,1.0
ABR,BKX,1.0
ABR,BRD,2.0
ABR,ANC,2.0
ABR,AUS,1.0
ABR,IAD,3.0
AMA,PDX,17.0
AMA,SJC,15.0
AMA,IND,15.0
ABQ,AMA,26767.0
AMA,STL,73.0
AMA,SFO,28.0
AMA,SLC,67.0
AMA,OKC,83.0
AMA,COS,54.0
AMA,CLT,4.0
AMA,JAN,4.0
AMA,MCI,57.0
AMA,SAT,51.0
AMA,PHL,3.0
AMA,FLL,2.0
AMA,LAS,10011.0
AMA,SAN,30.0
AMA,SNA,6.0
AMA,SMF,14.0
AMA,LAX,63.0
AMA,MIA,13.0
AMA,BNA,92.0
AMA,DCA,3.0
AMA,MSY,14.0
AMA,CMH,7.0
AMA,SPS,53.0
AMA,LGA,2.0
AMA,BWI,20.0
AMA,AZO,1.0
AMA,PIT,15.0
AMA,CVG,9.0
AMA,GJT,5.0
ADS,AMA,1.0
AMA,LEX,4.0
AMA,MSP,15.0
AMA,SJT,5.0
AMA,LSE,1.0
AMA,GSO,2.0
AMA,HSV,2.0
AMA,LNK,1.0
AMA,BDL,1.0
AMA,LIT,15.0
AMA,SHV,16.0
AMA,EVV,2.0
AMA,RAP,3.0
AMA,MTJ,1.0
AMA,CRP,23.0
AMA,TYS,6.0
AMA,BOS,2.0
AMA,DSM,3.0
AMA,DRO,1.0
AMA,OGD,1.0
AMA,CLE,13.0
AMA,LSV,4.0
AMA,SGF,173.0
AMA,MOB,3.0
AMA,RIV,3.0
AMA,SDM,4.0
AMA,BHM,5.0
AMA,CHS,1.0
AMA,DRT,1.0
AMA,CID,3.0
AMA,BTR,3.0
AMA,RDU,8.0
AMA,LSF,1.0
AMA,CAE,2.0
AMA,LCH,2.0
AMA,JAX,3.0
AMA,SBA,2.0
AFW,AMA,3.0
AFW,TDW,1.0
AMA,JLN,1.0
AMA,PVD,1.0
AMA,JAC,3.0
AMA,ILN,2.0
AMA,ANC,1.0
AMA,DPA,1.0
AMA,SUS,11.0
AMA,FSM,2.0
AMA,MWH,2.0
AMA,PNS,3.0
AMA,GPT,3.0
AMA,GRK,1.0
AMA,MSN,1.0
AMA,TCL,1.0
AMA,STJ,2.0
AMA,BUF,2.0
AMA,GRI,2.0
AMA,MYR,1.0
AMA,MCN,2.0
AMA,FNT,1.0
AMA,MKE,5.0
AMA,ROW,1.0
AMA,XNA,2.0
AID,AVL,7.0
AID,MDT,1.0
AID,MDW,3.0
AID,MIA,1.0
AID,BOS,1.0
AND,ELP,1.0
AND,CAE,3.0
AND,CVG,1.0
AND,BHM,1.0
AND,BWI,12.0
AND,TLH,16.0
AND,TCL,8.0
AND,CHO,16.0
AND,LUK,2.0
AND,LEX,1.0
AND,MDW,1.0
AND,LRD,4.0
AND,OKK,2.0
AND,IAD,2.0
AND,FWA,1.0
AND,ATL,2.0
AND,CLT,4.0
AND,GRR,1.0
AND,PWK,1.0
AND,PHL,1.0
AND,TPA,1.0
AND,GTR,2.0
AND,PGV,6.0
AND,GSP,1.0
AND,CLL,1.0
AND,LYH,2.0
AND,CLE,2.0
AND,CMI,2.0
ANB,BDL,1.0
ANB,LNK,1.0
ANB,LCH,4.0
AEX,ANB,2.0
ANB,BHM,1.0
ANB,CLT,75.0
ANB,WFB,6.0
ANB,SHV,4.0
ANB,CMI,3.0
ANB,CGI,1.0
ANB,PUW,1.0
ANB,LCK,1.0
ANB,BWI,1.0
ANB,TYS,2.0
ANB,MIA,1.0
ATW,CMI,3.0
ATW,GRB,7720.0
ATW,IAD,7.0
ATW,MSP,42013.0
ATW,MKE,45793.0
ATW,LEX,10.0
ATW,LSE,4.0
ATW,SBN,1067.0
ATW,GRR,9.0
ATW,FWA,250.0
ATW,ESC,658.0
ATW,MCO,2.0
ATW,MYR,1.0
ATW,CVG,23855.0
ATW,BHM,3.0
ATW,BDL,2.0
ATW,BGR,0.0
ATW,FSD,1.0
ATW,MCI,5.0
ATW,IND,709.0
ATW,DFW,5.0
ATW,CKB,0.0
ATW,BIS,2.0
ATW,AZO,1.0
ATW,LAX,2.0
ATW,ILN,1586.0
ATW,MKC,1.0
ATW,CLT,8.0
ATW,LAS,375.0
ATW,BNA,6.0
ATW,PHL,14.0
ATW,SFO,2.0
ATW,AUS,1.0
ATW,MIA,3.0
ALB,ATW,1.0
ATW,SYR,4.0
ATW,MSY,2.0
ATW,DCA,2.0
ATW,JAX,2.0
ATW,TVC,18.0
ATW,RST,19.0
ATW,STL,2.0
ATW,MHT,1.0
ATW,DSM,8.0
ATW,BUF,2.0
ATW,CLE,6.0
ATW,SAN,3.0
ATW,PIT,1.0
ATW,PVD,2.0
ATW,SAT,1.0
ABQ,ATW,2.0
ATW,LGA,2.0
ATW,JFK,2.0
ABE,ATW,2.0
ATW,NZC,1.0
ATW,IMT,6.0
ATW,FLL,1.0
ATW,XNA,3.0
ATW,SPI,3.0
ATW,SGF,120.0
ATW,SWO,3.0
ATW,PHX,2.0
ATW,SEA,4.0
ATW,OAK,1.0
ATW,MQT,13.0
ATW,MDT,1.0
ATW,BTV,1.0
ATW,EAU,6.0
ATW,MGM,2.0
ATW,CID,413.0
ATW,HOU,1.0
ATW,IAH,1.0
ATW,BWI,3.0
ATW,PDX,2.0
ATW,SJC,1.0
BBC,GMU,1.0
BPT,LFT,42.0
BPT,LCH,1039.0
BPT,CLE,5.0
BPT,SHV,21.0
BPT,DCA,6.0
BPT,CLL,11.0
BPT,ESF,5.0
BPT,EWR,3.0
BPT,MOB,23.0
BPT,LRD,4.0
BPT,BTR,34.0
BPT,LIT,222.0
BPT,MSY,3465.0
BPT,GPT,22.0
BPT,MLU,14.0
AEX,BPT,16.0
BPT,PNS,18.0
BPT,STL,17.0
BPT,MIA,4.0
BPT,GTR,2.0
BPT,CMH,6.0
BPT,OKC,5.0
BPT,LAX,1.0
BPT,IND,15.0
BPT,LAS,5.0
BPT,CVG,14.0
BPT,JAX,18.0
BPT,CRP,6.0
BPT,GSO,18.0
BPT,LGA,6.0
BOS,BPT,5.0
BPT,OMA,3.0
BHM,BPT,25.0
BPT,CAE,9.0
BPT,ICT,6.0
BPT,FLL,2.0
BPT,DAY,8.0
BPT,CLT,31.0
BPT,SAV,7.0
BPT,VCT,2.0
BPT,DTW,5.0
BPT,CHS,16.0
BPT,LEX,5.0
BPT,IAD,7.0
BPT,SAT,2.0
AMA,BPT,1.0
BPT,RDU,18.0
BPT,SLC,16.0
BPT,MKE,13.0
BPT,GSP,9.0
BPT,ORD,9.0
AGS,BPT,2.0
BPT,TUS,3.0
BPT,BWI,5.0
BPT,HSV,3.0
BPT,CRW,2.0
BPT,PIT,11.0
BNA,BPT,15.0
BPT,MCI,6.0
BPT,TLH,5.0
BPT,TUL,3.0
BPT,RIC,8.0
BPT,SJC,1.0
BPT,TYS,3.0
BPT,GRR,1.0
BPT,BRO,3.0
BPT,MCO,2.0
BPT,PBI,9.0
BPT,COS,3.0
ATY,BPT,5.0
BPT,JFK,2.0
BPT,DQF,1.0
BPT,CHA,2.0
BPT,XNA,1.0
BPT,TPA,3.0
BPT,SAN,1.0
BPT,MSP,1.0
BPT,OGG,1.0
BPT,TOL,1.0
BPT,PDX,1.0
BPT,GRK,1.0
BPT,SFO,1.0
BLI,BPT,1.0
BPT,MDW,1.0
BIL,CLE,5.0
BIL,FCA,2985.0
BIL,LAS,2294.0
BIL,GTF,15829.0
BIL,MSP,41345.0
BIL,MSO,12012.0
BIL,SLC,58249.0
BIL,RAP,18.0
BIL,LWS,13.0
BIL,CVG,732.0
BIL,PHL,5.0
BIL,PDX,4325.0
BIL,IDA,19.0
ABR,BIL,1.0
BIL,BIS,28.0
ANC,BIL,7.0
BIL,BRL,1.0
BIL,PIT,2.0
BIL,ELP,1.0
BIL,LAX,131.0
BIL,HNL,2.0
BIL,MWH,16.0
BIL,MSY,3.0
BIL,LCK,3.0
BIL,FSD,61.0
BIL,CID,37.0
BIL,IND,39.0
BIL,GFK,18.0
BIL,MCI,17.0
BIL,TYS,2.0
BIL,CIC,1.0
ATW,BIL,1.0
BIL,GCC,1375.0
BIL,ISN,156.0
BIL,RST,16.0
BIL,SNA,4.0
BIL,TWF,5.0
BIL,ILN,1964.0
BFF,BIL,2.0
ABQ,BIL,8.0
BIL,GGG,8.0
BIL,EWR,3.0
BIL,HSV,3.0
BIL,MKE,16.0
BIL,PIH,7.0
BIL,SYR,1.0
BIL,RFD,4.0
BIL,IAD,6.0
BIL,CHA,4.0
BIL,FLL,1.0
BIL,STL,14.0
BIL,DSM,40.0
BIL,SGF,625.0
BIL,SHR,2209.0
BIL,SLN,1.0
BIL,BTR,1.0
BIL,CYS,10.0
BIL,SBA,2.0
BIL,SFO,29.0
BHM,BIL,3.0
BIL,CLT,1.0
BIL,BOS,2.0
BIL,DCA,1.0
BIL,RDD,1.0
BIL,MDW,1.0
BIL,OKC,7.0
BIL,PDT,1.0
BIL,MKC,2.0
BIL,KTN,2.0
BIL,FNT,1.0
BIL,MGY,1.0
BIL,GJT,14.0
BIL,COS,48.0
BIL,JFK,3.0
BIS,GTF,9.0
BIS,FSD,1936.0
BIS,MSP,69487.0
BIS,SLC,2305.0
BIS,RAP,28.0
BIS,BZN,6.0
BIS,RNO,2.0
BIS,PDX,7.0
BIS,MSO,10.0
BIS,JFK,1.0
BIS,GFK,5727.0
BIS,MBS,1.0
ABQ,BIS,1.0
ABR,BIS,2.0
BIS,MCO,1.0
BIS,DSM,4.0
BIS,MDW,2.0
BIS,BTV,1.0
BIS,MTJ,0.0
BIS,GRR,1.0
BIS,DIK,414.0
BIS,FCA,4.0
BIS,ISN,1385.0
BIS,STL,2.0
BIS,BNA,0.0
BIS,LAS,1938.0
BIS,MIA,1.0
BIS,MCI,1.0
BIS,IND,6.0
BIS,MSY,8.0
BIS,LAX,2.0
BIS,RIC,2.0
BIS,IMT,1.0
BIS,SUS,1.0
BIS,GSP,1.0
BIS,CVG,2.0
ATL,BIS,1.0
BIS,BUF,6.0
BIS,SFO,2.0
BIS,COS,12.0
BIS,PIA,1.0
BIS,LWS,1.0
BIS,JMS,2.0
BIS,IDA,2.0
BIS,HLN,5.0
BIS,SYR,1.0
BIS,IAD,4.0
BIS,SBN,1.0
BIS,TCM,1.0
AFW,BIS,1.0
BIS,LNK,1.0
BIS,PVD,2.0
BFD,PIT,12675.0
BFD,JHW,6863.0
BFD,LBL,27.0
BFD,RDG,1.0
BFD,CKB,1.0
BFD,SCE,1.0
BFD,CLE,1504.0
BFD,IAD,860.0
APF,BFD,1.0
BRD,GCC,1.0
BRD,MSP,28611.0
BRD,FSD,2.0
BRD,SUX,1.0
BRD,STC,4325.0
BRD,PIR,1.0
BRD,TVC,2.0
BRD,MCW,1.0
BRD,DBQ,1.0
ATW,BRD,3.0
BRD,LNK,1.0
BRD,ESC,1.0
BRD,GFK,13.0
BRD,PIA,1.0
AUS,BRD,1.0
BRD,CWA,1.0
BRD,MQT,1.0
BRD,EAU,1.0
BIS,BRD,1.0
BRD,JMS,2170.0
BRD,SBN,1.0
BRD,RWI,1.0
BRD,RST,798.0
BRD,SAT,1.0
CAD,YIP,4.0
CAD,IAD,1.0
CAD,GRR,737.0
CAD,TVC,4.0
ABQ,CNM,13134.0
CNM,SVC,6.0
CNM,FMN,9.0
CNM,LRU,2.0
ALM,CNM,582.0
CNM,RUI,1.0
CNM,SSI,1.0
CYS,PHL,14.0
BOS,CYS,11.0
CYS,EWR,13.0
CYS,EUG,5.0
CYS,GEG,6.0
CYS,LAX,7.0
CYS,MSP,34.0
CYS,ELP,4.0
CYS,HOU,1.0
CLE,CYS,3.0
CYS,LGA,18.0
CYS,MSY,4.0
CYS,IAD,9.0
CYS,LNK,5.0
CYS,PHX,6.0
CYS,MCO,6.0
CYS,SLC,31.0
CYS,SFO,19.0
CYS,MKE,11.0
CYS,IAH,5.0
BFF,CYS,137.0
CYS,SMF,8.0
CYS,OKC,2.0
CYS,PDX,15.0
CYS,MCI,9.0
BDL,CYS,1.0
CYS,MDW,10.0
CYS,DSM,5.0
CYS,STL,12.0
BWI,CYS,11.0
CYS,SJC,5.0
CYS,SAT,2.0
